,name,cupping,Body,Brightness,Clean Cup,Complexity,Dry Fragrance,Finish,Flavor,Sweetness,Uniformity,Wet Aroma
289,Timor Leste Wet Hulled Railaco,"{'Body': '9.5', 'Brightness': '7.2', 'Clean Cup': '7', 'Complexity': '9.3', 'Dry Fragrance': '7.8', 'Finish': '7.6', 'Flavor': '8.3', 'Sweetness': '8', 'Uniformity': '8', 'Wet Aroma': '8.2'}",9.5,7.2,7.0,9.3,7.8,7.6,8.3,8.0,8.0,8.2
290,Timorindo SWP Decaf Blend,"{'Body': '8.5', 'Brightness': '8.3', 'Clean Cup': '8', 'Complexity': '8.7', 'Dry Fragrance': '7.5', 'Finish': '7.8', 'Flavor': '8.5', 'Sweetness': '8.2', 'Uniformity': '10', 'Wet Aroma': '8.3'}",8.5,8.3,8.0,8.7,7.5,7.8,8.5,8.2,10.0,8.3
291,Yemen Al Qafr Hawari,"{'Body': '9.5', 'Brightness': '8', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '7.8', 'Finish': '7.7', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '8', 'Wet Aroma': '8.5'}",9.5,8.0,7.5,9.3,7.8,7.7,8.6,8.4,8.0,8.5
292,Yemen Al-Qafr Hawari,"{'Body': '9.3', 'Brightness': '7.2', 'Clean Cup': '7', 'Complexity': '9.3', 'Dry Fragrance': '7.8', 'Finish': '8', 'Flavor': '8.5', 'Sweetness': '8.3', 'Uniformity': '7.5', 'Wet Aroma': '8.4'}",9.3,7.2,7.0,9.3,7.8,8.0,8.5,8.3,7.5,8.4
293,Yemen Bani Haraz,"{'Body': '9.7', 'Brightness': '7.7', 'Clean Cup': '7.2', 'Complexity': '9.5', 'Dry Fragrance': '7.6', 'Finish': '7.8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.6'}",9.7,7.7,7.2,9.5,7.6,7.8,8.7,8.5,8.0,8.6
294,Yemen Khulani Amer,"{'Body': '10', 'Brightness': '7.5', 'Clean Cup': '7', 'Complexity': '9.8', 'Dry Fragrance': '7.5', 'Finish': '8', 'Flavor': '8.8', 'Sweetness': '8.4', 'Uniformity': '7.5', 'Wet Aroma': '8.5'}",10.0,7.5,7.0,9.8,7.5,8.0,8.8,8.4,7.5,8.5
295,Yemen Mokha Hajjah,"{'Body': '9.5', 'Brightness': '7.4', 'Clean Cup': '7.2', 'Complexity': '9', 'Dry Fragrance': '7.7', 'Finish': '7.5', 'Flavor': '8.6', 'Sweetness': '8.2', 'Uniformity': '8', 'Wet Aroma': '8.3'}",9.5,7.4,7.2,9.0,7.7,7.5,8.6,8.2,8.0,8.3
296,Yemen Mokha Matari,"{'Body': '9.5', 'Brightness': '8.2', 'Clean Cup': '7', 'Complexity': '9.6', 'Dry Fragrance': '8.5', 'Finish': '8.2', 'Flavor': '8.8', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.7'}",9.5,8.2,7.0,9.6,8.5,8.2,8.8,8.5,8.0,8.7
297,Yemen Sana'a-Ibb Highlands,"{'Body': '9', 'Brightness': '7', 'Clean Cup': '7', 'Complexity': '9.2', 'Dry Fragrance': '8', 'Finish': '8.3', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '7.8', 'Wet Aroma': '8.4'}",9.0,7.0,7.0,9.2,8.0,8.3,8.4,8.3,7.8,8.4
298,Zambia Dry Process Kateshi Estate,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '7.8', 'Complexity': '9.3', 'Dry Fragrance': '8.4', 'Finish': '8.2', 'Flavor': '8.8', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.6'}",9.0,8.5,7.8,9.3,8.4,8.2,8.8,8.5,8.0,8.6
299,Zambia Mafinga Peaberry,"{'Body': '8.7', 'Brightness': '8.4', 'Clean Cup': '8.3', 'Complexity': '8.2', 'Dry Fragrance': '8.5', 'Finish': '8.4', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",8.7,8.4,8.3,8.2,8.5,8.4,8.6,8.5,8.5,8.5
300,Zambia Yeast Fermentation Mafinga,"{'Body': '8.3', 'Brightness': '8.5', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '8.6', 'Finish': '7.7', 'Flavor': '8.6', 'Sweetness': '8.6', 'Uniformity': '8', 'Wet Aroma': '8.6'}",8.3,8.5,7.5,9.3,8.6,7.7,8.6,8.6,8.0,8.6
