,name,flavors
284,Timor Leste Dry Process Lulirema,"{'Berry': '2.5', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '0', 'Sugars': '3.5'}"
285,Timor Leste Dukurai Daurfusu,"{'Berry': '0', 'Body': '3', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
286,Timor Leste Ermera Fatu Besi,"{'Berry': '0', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '2.5'}"
287,Timor Leste Lekisala,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '2'}"
288,Timor Leste Taurema,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '2', 'Spice': '2', 'Sugars': '2.5'}"
289,Timor Leste Wet Hulled Railaco,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1', 'Sugars': '2.5'}"
290,Timorindo SWP Decaf Blend,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '1', 'Sugars': '3'}"
291,Yemen Al Qafr Hawari,"{'Berry': '0', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}"
292,Yemen Al-Qafr Hawari,"{'Berry': '1', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '2.5'}"
293,Yemen Bani Haraz,"{'Berry': '1', 'Body': '5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}"
294,Yemen Khulani Amer,"{'Berry': '2', 'Body': '5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '3.5'}"
295,Yemen Mokha Hajjah,"{'Berry': '0', 'Body': '5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '3.5', 'Spice': '2', 'Sugars': '3'}"
296,Yemen Mokha Matari,"{'Berry': '3', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
297,Yemen Sana'a-Ibb Highlands,"{'Berry': '0.5', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '2.5'}"
298,Zambia Dry Process Kateshi Estate,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
299,Zambia Mafinga Peaberry,"{'Berry': '0.5', 'Body': '3.5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '1', 'Sugars': '3'}"
300,Zambia Yeast Fermentation Mafinga,"{'Berry': '2', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '0', 'Sugars': '3'}"
